CustomerID,Gender,Age,MaritalStatus,CityTier,PreferredDevice,PreferredPaymentMode,PreferredCategory,RegistrationDate,TenureMonths,OrdersPerMonth,AvgOrderValue,TotalOrders,TotalSpend,MonthlyRevenue,CLV_Estimate,DaysSinceLastOrder,WarehouseToDoorDays,SatisfactionScore,ComplaintsRaised,ComplaintResolved,CashbackReceived,CouponUsedCount,ReturnedOrders,AppLoginsPerMonth,WishlistItems,Churn,ChurnDate,ReturnRate,TenureBucket,ValueSegment,UnresolvedComplaint,RecencyFlag
CUST01217,Male,41,Single,Tier 1,Mobile,UPI,Fashion,2024-10-31,2,0.7,1032.87,1,1032.87,723.01,0.0,85,7.9,1,3,Yes,436.32,7,0,3,3,1,2024-12-30,0.0,0-3 Months,Low Value,0,At Risk
CUST01218,Female,23,Single,Tier 2,Mobile,UPI,Electronics,2024-06-01,7,6.6,668.41,46,30746.86,4411.51,105876.24,25,3.7,5,0,No Complaint,429.25,4,14,3,6,0,,0.304,6-12 Months,High Value,0,Active
CUST01219,Female,60,Married,Tier 3,Mobile,Debit Card,Fashion,2023-12-31,12,0.7,4801.9,8,38415.2,3361.33,0.0,134,5.1,5,2,Yes,77.06,3,0,13,3,1,2024-12-05,0.0,6-12 Months,High Value,0,Dormant
CUST01220,Male,59,Single,Tier 1,Desktop,Debit Card,Home & Kitchen,2024-05-01,8,0.5,2124.09,4,8496.36,1062.04,25488.96,104,4.6,4,0,No Complaint,372.76,4,0,2,4,0,,0.0,6-12 Months,Mid Value,0,Dormant
CUST01221,Female,29,Married,Tier 2,Mobile,Debit Card,Fashion,2024-10-01,3,0.5,615.19,2,1230.38,307.6,0.0,92,6.2,4,0,No Complaint,158.36,3,0,3,4,1,2024-11-12,0.0,0-3 Months,Low Value,0,Dormant
CUST01222,Male,53,Married,Tier 1,Desktop,Credit Card,Electronics,2024-12-01,1,0.7,3777.43,1,3777.43,2644.2,0.0,157,2.4,1,1,Yes,117.65,5,0,35,3,1,2024-12-20,0.0,0-3 Months,High Value,0,Dormant
CUST01223,Male,19,Married,Tier 2,Desktop,UPI,Home & Kitchen,2022-12-30,24,1.2,1718.42,29,49834.18,2062.1,49490.4,132,3.6,2,1,No,267.91,2,3,1,6,0,,0.103,12-24 Months,Mid Value,1,Dormant
CUST01224,Female,28,Married,Tier 1,Mobile,Net Banking,Electronics,2021-12-29,36,6.6,417.76,238,99426.88,2757.22,66173.28,27,2.8,3,1,Yes,280.59,1,16,8,4,0,,0.067,24+ Months,High Value,0,Active
CUST01225,Male,56,Married,Tier 2,Desktop,Credit Card,Fashion,2021-12-29,36,0.7,1664.7,25,41617.5,1165.29,27966.96,76,2.6,4,0,No Complaint,202.54,2,1,4,1,0,,0.04,24+ Months,Mid Value,0,At Risk
CUST01226,Female,51,Married,Tier 1,Mobile,Credit Card,Electronics,2022-12-30,24,1.1,1201.49,26,31238.74,1321.64,31719.36,58,3.2,5,1,No,299.78,3,1,3,1,0,,0.038,12-24 Months,Mid Value,1,Slipping
CUST01227,Male,43,Married,Tier 1,Mobile,Debit Card,Electronics,2022-06-30,30,3.3,1008.18,99,99809.82,3326.99,79847.76,144,3.0,4,0,No Complaint,544.43,5,13,1,5,0,,0.131,24+ Months,High Value,0,Dormant
CUST01228,Male,35,Single,Tier 3,Mobile,UPI,Fashion,2024-08-01,5,0.9,1826.8,4,7307.2,1644.12,39458.88,129,5.7,4,1,No,371.57,4,1,6,4,0,,0.25,3-6 Months,Mid Value,1,Dormant
CUST01229,Female,38,Single,Tier 1,Mobile,UPI,Electronics,2023-07-01,18,2.9,1139.78,52,59268.56,3305.36,79328.64,85,3.8,4,1,Yes,13.89,1,9,7,2,0,,0.173,12-24 Months,High Value,0,At Risk
CUST01230,Male,53,Single,Tier 2,Desktop,Credit Card,Home & Kitchen,2024-12-01,1,1.4,219.88,1,219.88,307.83,0.0,148,4.0,5,0,No Complaint,341.52,0,0,9,6,1,2024-12-11,0.0,0-3 Months,Low Value,0,Dormant
CUST01231,Female,57,Married,Tier 1,Mobile,UPI,Home & Kitchen,2022-12-30,24,0.5,348.14,12,4177.68,174.07,4177.68,74,1.2,4,2,Yes,273.8,4,2,12,5,0,,0.167,12-24 Months,Low Value,0,At Risk
CUST01232,Male,63,Single,Tier 2,Mobile,UPI,Fashion,2021-12-29,36,3.3,493.29,119,58701.51,1627.86,0.0,144,6.3,5,3,No,470.48,4,2,4,3,1,2022-09-10,0.017,24+ Months,Mid Value,1,Dormant
CUST01233,Male,61,Married,Tier 2,Desktop,Net Banking,Fashion,2022-06-30,30,0.5,3629.72,15,54445.8,1814.86,0.0,6,1.4,1,0,No Complaint,242.18,3,2,6,4,1,2024-07-06,0.133,24+ Months,Mid Value,0,Active
CUST01234,Male,39,Single,Tier 1,Desktop,Debit Card,Fashion,2024-01-31,11,0.9,1416.83,10,14168.3,1275.15,30603.6,25,4.7,3,0,No Complaint,378.46,1,3,1,8,0,,0.3,6-12 Months,Mid Value,0,Active
CUST01235,Female,47,Married,Tier 1,Mobile,Credit Card,Grocery,2022-06-30,30,1.1,1311.31,33,43273.23,1442.44,0.0,136,6.9,5,0,No Complaint,1.85,1,4,4,4,1,2023-05-03,0.121,24+ Months,Mid Value,0,Dormant
CUST01236,Male,60,Single,Tier 2,Desktop,Debit Card,Electronics,2021-12-29,36,1.5,968.25,54,52285.5,1452.38,34857.12,21,7.3,4,1,No,685.42,5,3,1,6,0,,0.056,24+ Months,Mid Value,1,Active
CUST01237,Female,47,Single,Tier 2,Mobile,Wallet,Home & Kitchen,2024-08-31,4,2.8,471.03,11,5181.33,1318.88,0.0,123,2.0,3,0,No Complaint,38.13,4,2,1,5,1,2024-11-03,0.182,3-6 Months,Mid Value,0,Dormant
CUST01238,Male,25,Single,Tier 3,Desktop,UPI,Beauty,2022-06-30,30,1.5,324.56,45,14605.2,486.84,11684.16,130,4.2,5,2,Yes,359.42,5,5,1,4,0,,0.111,24+ Months,Low Value,0,Dormant
CUST01239,Female,51,Single,Tier 2,Mobile,COD,Fashion,2024-08-01,5,2.3,1802.72,12,21632.64,4146.26,99510.24,119,5.9,5,3,Yes,477.67,3,0,1,4,0,,0.0,3-6 Months,High Value,0,Dormant
CUST01240,Male,64,Married,Tier 2,Desktop,Debit Card,Grocery,2022-06-30,30,2.3,2876.65,69,198488.85,6616.3,0.0,147,3.8,1,0,No Complaint,0.4,4,18,4,4,1,2023-05-12,0.261,24+ Months,High Value,0,Dormant
CUST01241,Female,26,Married,Tier 1,Mobile,UPI,Fashion,2024-10-31,2,1.2,1442.71,2,2885.42,1731.25,0.0,92,6.4,5,3,No,440.94,5,0,4,4,1,2024-12-12,0.0,0-3 Months,Mid Value,1,Dormant
CUST01242,Female,37,Single,Tier 1,Mobile,UPI,Fashion,2024-10-01,3,6.8,636.78,20,12735.6,4330.1,0.0,161,1.0,4,2,No,318.12,3,2,2,4,1,2024-11-22,0.1,0-3 Months,High Value,1,Dormant
CUST01243,Female,57,Married,Tier 1,Mobile,Credit Card,Fashion,2022-12-30,24,7.8,674.32,187,126097.84,5259.7,0.0,102,4.8,3,1,Yes,460.14,4,37,5,2,1,2023-11-29,0.198,12-24 Months,High Value,0,Dormant
CUST01244,Female,42,Single,Tier 1,Mobile,Debit Card,Fashion,2024-10-01,3,2.2,1458.54,7,10209.78,3208.79,77010.96,91,5.3,4,0,No Complaint,35.04,0,0,1,4,0,,0.0,0-3 Months,High Value,0,Dormant
CUST01245,Female,36,Single,Tier 1,Desktop,UPI,Grocery,2024-10-01,3,0.5,827.5,2,1655.0,413.75,0.0,92,2.4,5,0,No Complaint,270.46,1,1,3,4,1,2024-11-21,0.5,0-3 Months,Low Value,0,Dormant
CUST01246,Female,22,Married,Tier 2,Mobile,Debit Card,Grocery,2023-12-31,12,1.7,804.22,20,16084.4,1367.17,32812.08,164,5.9,4,1,Yes,120.32,1,3,1,3,0,,0.15,6-12 Months,Mid Value,0,Dormant
CUST01247,Male,28,Single,Tier 2,Desktop,Debit Card,Fashion,2022-06-30,30,0.5,615.88,15,9238.2,307.94,7390.56,44,2.7,5,1,Yes,53.64,8,5,1,4,0,,0.333,24+ Months,Low Value,0,Slipping
CUST01248,Male,32,Married,Tier 3,Desktop,Credit Card,Sports,2024-08-01,5,1.7,564.34,8,4514.72,959.38,0.0,125,7.4,2,1,Yes,254.03,2,1,7,7,1,2024-10-15,0.125,3-6 Months,Mid Value,0,Dormant
CUST01249,Female,25,Married,Tier 1,Desktop,Net Banking,Electronics,2022-06-30,30,0.5,825.32,15,12379.8,412.66,9903.84,44,3.9,4,2,No,115.39,3,2,10,3,0,,0.133,24+ Months,Low Value,1,Slipping
CUST01250,Female,36,Single,Tier 2,Mobile,Net Banking,Fashion,2022-06-30,30,3.0,296.31,90,26667.9,888.93,21334.32,17,4.2,3,4,Yes,414.26,4,27,2,4,0,,0.3,24+ Months,Mid Value,0,Active
CUST01251,Female,40,Married,Tier 3,Tablet,Credit Card,Fashion,2023-12-31,12,0.5,1385.09,6,8310.54,692.54,0.0,171,2.6,1,2,Yes,223.27,3,0,9,2,1,2024-10-09,0.0,6-12 Months,Low Value,0,Dormant
CUST01252,Male,44,Single,Tier 2,Desktop,Wallet,Grocery,2023-07-01,18,7.7,242.98,139,33774.22,1870.95,0.0,24,3.9,4,3,Yes,26.97,6,2,8,8,1,2023-11-08,0.014,12-24 Months,Mid Value,0,Active
CUST01253,Male,57,Married,Tier 1,Desktop,UPI,Sports,2024-12-01,1,0.5,1892.67,1,1892.67,946.34,0.0,123,3.2,4,1,Yes,51.97,1,0,12,7,1,2024-12-07,0.0,0-3 Months,Mid Value,0,Dormant
CUST01254,Male,49,Married,Tier 1,Mobile,UPI,Grocery,2024-06-01,7,2.7,620.56,19,11790.64,1675.51,40212.24,76,5.0,4,0,No Complaint,55.31,3,1,2,5,0,,0.053,6-12 Months,Mid Value,0,At Risk
CUST01255,Female,43,Married,Tier 1,Mobile,Credit Card,Sports,2024-08-01,5,6.2,826.12,31,25609.72,5121.94,122926.56,150,5.0,5,0,No Complaint,75.9,3,5,5,3,0,,0.161,3-6 Months,High Value,0,Dormant
CUST01256,Male,44,Single,Tier 1,Mobile,Debit Card,Electronics,2024-10-01,3,0.7,1326.93,2,2653.86,928.85,0.0,139,4.3,4,0,No Complaint,197.63,3,0,2,2,1,2024-11-23,0.0,0-3 Months,Mid Value,0,Dormant
CUST01257,Male,36,Single,Tier 2,Mobile,Debit Card,Electronics,2024-05-01,8,6.8,733.97,54,39634.38,4991.0,119784.0,26,4.8,2,1,No,404.54,3,9,16,4,0,,0.167,6-12 Months,High Value,1,Active
CUST01258,Male,59,Married,Tier 1,Mobile,Credit Card,Grocery,2024-06-01,7,1.2,535.45,8,4283.6,642.54,15420.96,84,2.5,5,0,No Complaint,162.12,3,0,8,9,0,,0.0,6-12 Months,Low Value,0,At Risk
CUST01259,Male,46,Married,Tier 1,Mobile,UPI,Beauty,2022-12-30,24,8.1,1097.19,194,212854.86,8887.24,213293.76,5,2.6,2,0,No Complaint,250.83,3,36,1,4,0,,0.186,12-24 Months,High Value,0,Active
CUST01260,Female,56,Married,Tier 2,Mobile,UPI,Electronics,2023-07-01,18,8.9,4183.18,160,669308.8,37230.3,893527.2,77,6.7,4,2,Yes,68.56,3,3,4,2,0,,0.019,12-24 Months,High Value,0,At Risk
CUST01261,Male,58,Single,Tier 3,Mobile,Net Banking,Home & Kitchen,2021-12-29,36,0.5,1558.47,18,28052.46,779.24,0.0,126,3.2,2,5,Yes,133.04,5,7,1,3,1,2024-02-13,0.389,24+ Months,Low Value,0,Dormant
CUST01262,Female,50,Married,Tier 2,Mobile,Net Banking,Fashion,2024-10-01,3,4.4,528.19,13,6866.47,2324.04,55776.96,42,5.0,5,0,No Complaint,126.26,3,2,33,4,0,,0.154,0-3 Months,Mid Value,0,Slipping
CUST01263,Male,36,Married,Tier 2,Desktop,Debit Card,Electronics,2024-12-01,1,0.5,701.75,1,701.75,350.88,8421.12,145,1.0,3,0,No Complaint,217.35,2,0,14,2,0,,0.0,0-3 Months,Low Value,0,Dormant
CUST01264,Male,54,Single,Tier 2,Mobile,Debit Card,Grocery,2024-01-31,11,0.6,642.84,7,4499.88,385.7,0.0,10,5.3,4,1,Yes,131.35,1,0,3,4,1,2024-04-29,0.0,6-12 Months,Low Value,0,Active
CUST01265,Male,36,Married,Tier 1,Desktop,Debit Card,Grocery,2024-12-01,1,0.5,436.09,1,436.09,218.04,5232.96,7,6.6,4,0,No Complaint,73.23,3,0,4,3,0,,0.0,0-3 Months,Low Value,0,Active
CUST01266,Male,50,Single,Tier 2,Mobile,UPI,Fashion,2022-06-30,30,0.5,1366.35,15,20495.25,683.18,0.0,5,4.7,2,2,Yes,50.33,2,2,4,2,1,2024-03-21,0.133,24+ Months,Low Value,0,Active
CUST01267,Male,64,Single,Tier 2,Mobile,Credit Card,Electronics,2024-01-31,11,2.5,714.63,28,20009.64,1786.58,0.0,51,4.8,4,1,No,52.92,2,6,9,4,1,2024-11-17,0.214,6-12 Months,Mid Value,1,Slipping
CUST01268,Male,33,Single,Tier 3,Mobile,Debit Card,Electronics,2024-03-01,10,1.5,1121.51,15,16822.65,1682.26,0.0,84,7.3,2,0,No Complaint,712.31,2,2,3,5,1,2024-08-02,0.133,6-12 Months,Mid Value,0,At Risk
CUST01269,Female,40,Married,Tier 1,Desktop,Debit Card,Beauty,2024-06-01,7,3.9,150.0,27,4050.0,585.0,14040.0,20,5.0,5,1,No,79.62,3,2,2,2,0,,0.074,6-12 Months,Low Value,1,Active
CUST01270,Male,24,Married,Tier 2,Mobile,UPI,Beauty,2024-06-01,7,1.0,1455.37,7,10187.59,1455.37,34928.88,179,3.3,5,0,No Complaint,295.74,0,3,2,8,0,,0.429,6-12 Months,Mid Value,0,Dormant
CUST01271,Female,43,Married,Tier 1,Desktop,Wallet,Beauty,2024-04-01,9,8.7,593.24,78,46272.72,5161.19,123868.56,179,3.7,5,4,Yes,13.33,5,21,13,0,0,,0.269,6-12 Months,High Value,0,Dormant
CUST01272,Female,49,Single,Tier 2,Mobile,COD,Electronics,2024-12-01,1,0.5,444.22,1,444.22,222.11,0.0,94,3.4,3,0,No Complaint,16.91,1,0,1,6,1,2024-12-13,0.0,0-3 Months,Low Value,0,Dormant
CUST01273,Female,29,Single,Tier 1,Mobile,UPI,Sports,2024-10-31,2,0.5,352.0,1,352.0,176.0,0.0,102,6.3,1,3,No,208.59,4,0,4,9,1,2024-12-05,0.0,0-3 Months,Low Value,1,Dormant
CUST01274,Male,25,Married,Tier 1,Desktop,Debit Card,Home & Kitchen,2024-01-31,11,3.0,471.59,33,15562.47,1414.77,0.0,166,6.8,1,0,No Complaint,109.99,6,3,4,4,1,2024-01-31,0.091,6-12 Months,Mid Value,0,Dormant
CUST01275,Male,22,Married,Tier 3,Mobile,Net Banking,Fashion,2024-10-01,3,5.5,665.47,16,10647.52,3660.08,87841.92,138,6.4,4,0,No Complaint,382.39,1,1,7,1,0,,0.062,0-3 Months,High Value,0,Dormant
CUST01276,Male,59,Married,Tier 2,Desktop,UPI,Fashion,2022-12-30,24,4.0,1672.53,96,160562.88,6690.12,160562.88,31,3.2,4,0,No Complaint,356.78,1,15,1,5,0,,0.156,12-24 Months,High Value,0,Slipping
CUST01277,Male,45,Single,Tier 2,Mobile,Credit Card,Electronics,2024-08-01,5,1.7,658.13,8,5265.04,1118.82,0.0,142,4.6,5,3,Yes,253.65,1,0,1,5,1,2024-10-17,0.0,3-6 Months,Mid Value,0,Dormant
CUST01278,Female,22,Married,Tier 1,Mobile,Credit Card,Electronics,2024-10-31,2,0.8,1786.31,2,3572.62,1429.05,0.0,42,5.8,4,1,Yes,304.04,5,0,9,5,1,2024-11-18,0.0,0-3 Months,Mid Value,0,Slipping
CUST01279,Male,43,Married,Tier 1,Desktop,Credit Card,Home & Kitchen,2024-08-31,4,0.5,1101.59,2,2203.18,550.79,13218.96,78,2.4,5,2,No,367.94,3,0,6,3,0,,0.0,3-6 Months,Low Value,1,At Risk
CUST01280,Male,22,Married,Tier 2,Tablet,COD,Beauty,2024-06-01,7,1.8,3208.4,13,41709.2,5775.12,138602.88,96,6.1,4,0,No Complaint,275.49,3,4,1,2,0,,0.308,6-12 Months,High Value,0,Dormant
CUST01281,Female,39,Married,Tier 3,Mobile,Credit Card,Home & Kitchen,2024-12-01,1,1.6,632.29,2,1264.58,1011.66,0.0,129,6.0,4,0,No Complaint,134.72,1,0,4,4,1,2024-12-07,0.0,0-3 Months,Mid Value,0,Dormant
CUST01282,Female,32,Married,Tier 3,Desktop,UPI,Fashion,2024-10-01,3,1.1,1199.44,3,3598.32,1319.38,0.0,27,5.6,3,0,No Complaint,55.36,1,1,6,6,1,2024-11-25,0.333,0-3 Months,Mid Value,0,Active
CUST01283,Female,30,Married,Tier 2,Mobile,UPI,Grocery,2024-07-01,6,2.2,2152.04,13,27976.52,4734.49,113627.76,14,6.0,3,1,Yes,278.69,5,1,3,3,0,,0.077,3-6 Months,High Value,0,Active
CUST01284,Male,45,Married,Tier 2,Desktop,UPI,Electronics,2024-07-01,6,3.3,1395.83,20,27916.6,4606.24,110549.76,156,4.4,4,3,Yes,68.81,4,0,1,4,0,,0.0,3-6 Months,High Value,0,Dormant
CUST01285,Male,50,Married,Tier 3,Desktop,Credit Card,Fashion,2022-06-30,30,3.0,796.96,90,71726.4,2390.88,57381.12,148,3.0,4,0,No Complaint,50.54,5,5,1,8,0,,0.056,24+ Months,Mid Value,0,Dormant
CUST01286,Male,60,Single,Tier 2,Mobile,COD,Beauty,2022-06-30,30,0.8,638.22,24,15317.28,510.58,0.0,94,6.6,3,0,No Complaint,33.9,5,7,2,5,1,2024-09-11,0.292,24+ Months,Low Value,0,Dormant
CUST01287,Male,40,Married,Tier 2,Mobile,UPI,Fashion,2024-08-31,4,2.2,230.31,9,2072.79,506.68,0.0,119,4.6,2,1,Yes,177.6,7,1,1,3,1,2024-11-13,0.111,3-6 Months,Low Value,0,Dormant
CUST01288,Male,50,Married,Tier 1,Mobile,Debit Card,Grocery,2024-10-31,2,0.5,759.24,1,759.24,379.62,0.0,129,3.6,3,0,No Complaint,49.99,6,0,10,1,1,2024-12-08,0.0,0-3 Months,Low Value,0,Dormant
CUST01289,Male,60,Single,Tier 2,Mobile,Debit Card,Grocery,2023-07-01,18,0.5,470.74,9,4236.66,235.37,0.0,86,4.7,1,1,Yes,84.55,3,1,9,1,1,2024-05-25,0.111,12-24 Months,Low Value,0,At Risk
CUST01290,Male,35,Married,Tier 2,Mobile,UPI,Beauty,2022-06-30,30,3.9,614.48,117,71894.16,2396.47,57515.28,47,4.7,4,0,No Complaint,222.24,4,32,17,6,0,,0.274,24+ Months,Mid Value,0,Slipping
CUST01291,Male,47,Married,Tier 3,Mobile,Debit Card,Fashion,2021-12-29,36,3.0,930.91,108,100538.28,2792.73,67025.52,87,3.7,3,2,Yes,284.23,2,12,1,5,0,,0.111,24+ Months,High Value,0,At Risk
CUST01292,Male,43,Single,Tier 3,Tablet,Debit Card,Beauty,2024-12-01,1,3.7,301.04,4,1204.16,1113.85,0.0,171,5.5,3,2,No,68.04,2,1,8,6,1,2024-12-15,0.25,0-3 Months,Mid Value,1,Dormant
CUST01293,Female,33,Married,Tier 1,Mobile,Credit Card,Sports,2024-05-01,8,0.5,448.1,4,1792.4,224.05,5377.2,150,7.9,4,1,Yes,333.04,4,0,10,10,0,,0.0,6-12 Months,Low Value,0,Dormant
CUST01294,Female,30,Single,Tier 2,Mobile,Credit Card,Home & Kitchen,2022-12-30,24,6.2,1177.5,149,175447.5,7300.5,175212.0,84,2.3,4,0,No Complaint,10.75,3,49,7,9,0,,0.329,12-24 Months,High Value,0,At Risk
CUST01295,Female,56,Married,Tier 3,Mobile,Debit Card,Beauty,2022-06-30,30,0.5,370.37,15,5555.55,185.18,0.0,41,2.3,4,0,No Complaint,766.74,2,2,4,3,1,2023-09-25,0.133,24+ Months,Low Value,0,Slipping
CUST01296,Male,50,Married,Tier 1,Desktop,Wallet,Grocery,2024-12-01,1,5.1,869.88,5,4349.4,4436.39,106473.36,160,6.7,4,0,No Complaint,97.08,3,0,3,4,0,,0.0,0-3 Months,High Value,0,Dormant
CUST01297,Male,43,Married,Tier 1,Mobile,Credit Card,Electronics,2022-12-30,24,1.1,336.58,26,8751.08,370.24,8885.76,115,5.9,4,1,No,70.72,4,5,1,2,0,,0.192,12-24 Months,Low Value,1,Dormant
CUST01298,Male,18,Married,Tier 1,Mobile,Credit Card,Beauty,2024-08-01,5,0.5,1297.8,2,2595.6,648.9,15573.6,73,7.5,5,0,No Complaint,463.1,4,1,28,3,0,,0.5,3-6 Months,Low Value,0,At Risk
CUST01299,Female,55,Married,Tier 2,Mobile,Credit Card,Beauty,2024-10-31,2,0.8,1422.21,2,2844.42,1137.77,27306.48,20,7.9,4,3,Yes,25.56,3,0,1,10,0,,0.0,0-3 Months,Mid Value,0,Active
CUST01300,Female,19,Married,Tier 2,Mobile,UPI,Grocery,2024-03-01,10,0.5,2131.21,5,10656.05,1065.6,0.0,135,5.9,4,2,Yes,79.71,2,1,9,5,1,2024-10-13,0.2,6-12 Months,Mid Value,0,Dormant
CUST01301,Male,23,Single,Tier 2,Mobile,Debit Card,Beauty,2024-10-01,3,1.7,2146.59,5,10732.95,3649.2,0.0,57,2.4,5,0,No Complaint,80.02,3,0,17,5,1,2024-12-26,0.0,0-3 Months,High Value,0,Slipping
CUST01302,Female,63,Married,Tier 1,Mobile,Credit Card,Electronics,2022-12-30,24,7.5,1087.79,180,195802.2,8158.42,195802.08,109,5.1,2,1,No,99.41,1,10,18,5,0,,0.056,12-24 Months,High Value,1,Dormant
CUST01303,Male,55,Single,Tier 3,Mobile,UPI,Fashion,2022-12-30,24,1.0,261.6,24,6278.4,261.6,6278.4,102,3.9,4,1,Yes,339.5,4,1,21,4,0,,0.042,12-24 Months,Low Value,0,Dormant
CUST01304,Female,59,Married,Tier 1,Mobile,Credit Card,Grocery,2022-06-30,30,2.4,899.16,72,64739.52,2157.98,51791.52,126,5.4,4,0,No Complaint,340.74,2,5,9,2,0,,0.069,24+ Months,Mid Value,0,Dormant
CUST01305,Female,41,Married,Tier 1,Mobile,UPI,Fashion,2024-06-01,7,5.6,1237.12,39,48247.68,6927.87,166268.88,97,3.2,5,0,No Complaint,161.21,3,6,1,6,0,,0.154,6-12 Months,High Value,0,Dormant
CUST01306,Female,35,Married,Tier 2,Mobile,Credit Card,Electronics,2024-12-01,1,2.5,977.16,2,1954.32,2442.9,58629.6,113,5.5,3,0,No Complaint,863.75,3,0,6,2,0,,0.0,0-3 Months,Mid Value,0,Dormant
CUST01307,Female,44,Married,Tier 2,Mobile,UPI,Fashion,2024-08-01,5,1.1,2875.35,6,17252.1,3162.88,75909.12,15,5.8,3,2,Yes,334.61,2,0,5,2,0,,0.0,3-6 Months,High Value,0,Active
CUST01308,Female,58,Single,Tier 1,Tablet,UPI,Electronics,2024-03-01,10,11.7,2226.91,117,260548.47,26054.85,0.0,120,5.0,3,0,No Complaint,205.7,4,10,9,4,1,2024-06-18,0.085,6-12 Months,High Value,0,Dormant
CUST01309,Male,25,Single,Tier 1,Desktop,COD,Beauty,2022-12-30,24,0.5,914.47,12,10973.64,457.24,0.0,35,5.3,5,1,Yes,40.04,2,2,5,3,1,2024-06-05,0.167,12-24 Months,Low Value,0,Slipping
CUST01310,Female,45,Married,Tier 1,Mobile,Net Banking,Grocery,2024-05-01,8,1.9,1513.3,15,22699.5,2875.27,0.0,71,5.9,4,3,Yes,143.62,1,1,14,6,1,2024-08-30,0.067,6-12 Months,High Value,0,At Risk
CUST01311,Male,27,Married,Tier 2,Mobile,UPI,Fashion,2024-01-31,11,4.0,321.67,44,14153.48,1286.68,0.0,92,3.2,1,1,Yes,43.32,4,5,4,2,1,2024-04-26,0.114,6-12 Months,Mid Value,0,Dormant
CUST01312,Female,34,Single,Tier 3,Mobile,Debit Card,Electronics,2024-01-31,11,0.5,1024.98,6,6149.88,512.49,0.0,123,5.1,4,5,Yes,64.63,2,1,11,5,1,2024-03-14,0.167,6-12 Months,Low Value,0,Dormant
CUST01313,Female,46,Single,Tier 2,Mobile,UPI,Electronics,2024-10-01,3,3.0,370.68,9,3336.12,1112.04,0.0,133,4.4,1,1,Yes,208.43,5,0,24,0,1,2024-11-06,0.0,0-3 Months,Mid Value,0,Dormant
CUST01314,Female,23,Married,Tier 2,Mobile,Credit Card,Electronics,2023-07-01,18,0.8,792.08,14,11089.12,633.66,0.0,127,6.6,2,0,No Complaint,36.69,5,3,10,6,1,2024-12-09,0.214,12-24 Months,Low Value,0,Dormant
CUST01315,Male,31,Single,Tier 2,Mobile,Credit Card,Electronics,2024-04-01,9,0.5,558.29,4,2233.16,279.14,0.0,18,6.0,4,2,Yes,17.14,2,1,12,4,1,2024-09-19,0.25,6-12 Months,Low Value,0,Active
CUST01316,Female,39,Married,Tier 1,Desktop,UPI,Home & Kitchen,2022-06-30,30,0.8,569.16,24,13659.84,455.33,0.0,70,3.5,4,0,No Complaint,136.5,5,2,10,5,1,2022-10-03,0.083,24+ Months,Low Value,0,At Risk
CUST01317,Male,23,Married,Tier 3,Desktop,COD,Fashion,2022-12-30,24,8.5,508.42,204,103717.68,4321.57,0.0,51,5.8,5,5,No,0.17,4,6,15,7,1,2023-08-27,0.029,12-24 Months,High Value,1,Slipping
CUST01318,Female,43,Married,Tier 3,Mobile,UPI,Beauty,2024-10-31,2,5.6,678.51,11,7463.61,3799.66,91191.84,72,7.0,4,0,No Complaint,168.99,1,1,3,2,0,,0.091,0-3 Months,High Value,0,At Risk
CUST01319,Male,56,Single,Tier 1,Mobile,UPI,Home & Kitchen,2024-03-01,10,0.6,601.67,6,3610.02,361.0,0.0,116,5.3,5,4,Yes,416.9,3,2,39,5,1,2024-08-06,0.333,6-12 Months,Low Value,0,Dormant
CUST01320,Male,29,Single,Tier 1,Tablet,COD,Sports,2022-12-30,24,0.5,1398.72,12,16784.64,699.36,0.0,35,3.9,5,0,No Complaint,37.98,4,4,13,4,1,2023-08-17,0.333,12-24 Months,Low Value,0,Slipping
CUST01321,Male,52,Married,Tier 1,Tablet,Debit Card,Fashion,2024-10-31,2,1.1,746.14,2,1492.28,820.75,0.0,90,2.6,3,0,No Complaint,86.85,5,0,11,2,1,2024-12-21,0.0,0-3 Months,Low Value,0,At Risk
CUST01322,Male,31,Married,Tier 1,Tablet,Credit Card,Grocery,2022-06-30,30,2.2,869.65,66,57396.9,1913.23,45917.52,159,1.0,5,0,No Complaint,446.64,3,6,1,2,0,,0.091,24+ Months,Mid Value,0,Dormant
CUST01323,Female,39,Single,Tier 2,Mobile,Credit Card,Fashion,2024-08-31,4,5.0,1100.76,20,22015.2,5503.8,132091.2,131,6.5,5,0,No Complaint,219.05,4,2,3,2,0,,0.1,3-6 Months,High Value,0,Dormant
CUST01324,Male,40,Single,Tier 2,Mobile,Credit Card,Electronics,2024-01-31,11,8.5,1098.28,94,103238.32,9335.38,224049.12,130,2.1,5,2,No,26.17,6,30,2,5,0,,0.319,6-12 Months,High Value,1,Dormant
CUST01325,Female,24,Single,Tier 3,Desktop,Credit Card,Fashion,2021-12-29,36,3.5,424.87,126,53533.62,1487.04,0.0,152,2.7,1,0,No Complaint,86.63,1,24,1,3,1,2023-02-09,0.19,24+ Months,Mid Value,0,Dormant
CUST01326,Male,57,Married,Tier 2,Mobile,Credit Card,Home & Kitchen,2023-12-31,12,2.3,746.19,28,20893.32,1716.24,0.0,72,4.7,5,1,No,253.9,2,13,20,3,1,2024-03-15,0.464,6-12 Months,Mid Value,1,At Risk
